gene_name	chr	bp
LINC01398	1	46451266
DMBX1	1	46489829
MKNK1-AS1	1	46538696
TMEM275	1	46544384
KNCN	1	46550613
MKNK1	1	46594827
MOB3C	1	46616638
NENFP1	1	46666375
ATPAF1	1	46668358
TEX38	1	46671856
EFCAB14-AS1	1	46674060
EFCAB14	1	46719118
CYP4B1	1	46799057
TUBAP8	1	46891639
CYP4Z2P	1	46900435
CYP4A11	1	46941478
CYP4A26P	1	46967874
CYP4A43P	1	46994502
CYP4A27P	1	47001087
CYP4A44P	1	47003148
CYP4X1	1	47023726
TUBAP9	1	47075979
CYP4Z1	1	47091335
CYP4A22	1	47137441
MTND1P34	1	47165920
LINC00853	1	47179337
CYP4A22-AS1	1	47181080
PDZK1IP1	1	47190064
TAL1	1	47229771
STIL	1	47314086
CMPK1	1	47333884
FOXE3	1	47416285
LINC01389	1	47417271
FOXD2-AS1	1	47434641
FOXD2	1	47438044
RPL21P24	1	47498341
ATP6V0E1P4	1	47550196
LINC01738	1	47688442
TRABD2B	1	47997368
LINC02794	1	48053545
CYP46A4P	1	48089368
SKINT1L	1	48179230
SLC5A9	1	48222733
PPP1R8P1	1	48326123
RNU6-723P	1	48344209
RNU4-61P	1	48447936
SPATA6	1	48472125
RPL21P25	1	48497736
BEND5	1	48776862
AGBL4-AS1	1	49257411
AGBL4-IT1	1	49472085
ZNF859P	1	49841821
MTND2P29	1	50017092
AGBL4	1	50023900
ELAVL4	1	50108943
ELAVL4-AS1	1	50175904
LINC02808	1	50321153
HMGB1P45	1	50399773
FCF1P6	1	50406024
DMRTA2	1	50423443
FAF1-AS1	1	50423637
RNU6-1026P	1	50582404
PHB1P12	1	50780340
MRPS6P2	1	50846468
FAF1	1	50960204
CDKN2C	1	50968706
MIR4421	1	51059837
MIR6500	1	51060018
C1orf185	1	51102249
CFL1P2	1	51158471
RNF11	1	51236273
LINC01562	1	51236888
TTC39A	1	51325964
TTC39A-AS1	1	51329702
RNU6-877P	1	51382308
EPS15-AS1	1	51518282
EPS15	1	51519256
RNU6-1281P	1	51538729
CALR4P	1	51594897
GAPDHP51	1	51708137
SLC25A6P3	1	51709062
OSBPL9	1	51729845
MIR761	1	51836402
TSEN15P2	1	51859778
NRDC	1	51878735
RNA5SP48	1	51973410
RAB3B	1	51983989
RN7SL290P	1	51995740
KTI12	1	52033810
TXNDC12-AS1	1	52050918
TXNDC12	1	52055193
BTF3L4	1	52056299
ZFYVE9	1	52142089
RN7SL788P	1	52150104
PDCL3P6	1	52179848
DNAJC19P7	1	52252773
ANAPC10P1	1	52253621
CC2D1B	1	52366147
PLA2G12AP1	1	52368677
ORC1	1	52404423
PRPF38A	1	52404600
TUT4	1	52539462
EEF1GP7	1	52573114
GPX7	1	52602385
SHISAL2A	1	52633369
COA7	1	52698347
NDUFS5P3	1	52709122
RN7SL62P	1	52714399
ZYG11B	1	52726463
RNU2-30P	1	52754322
RPS13P2	1	52772648
RNU6-969P	1	52805212
ZYG11A	1	52842635
ECHDC2	1	52921719
SCP2	1	52927318
H3P2	1	52943930
RRAS2P1	1	52993702
TUBBP10	1	52994726
PODN	1	53062211
HIGD1AP11	1	53073389
SLC1A7	1	53142617
CPT2	1	53196835
CZIB	1	53220602
CZIB-DT	1	53220663
MAGOH	1	53238518
MAGOH-DT	1	53238584
LRP8	1	53328039
LRP8-DT	1	53328226
LINC02812	1	53368184
SLC25A3P1	1	53439567
DMRTB1	1	53459687
RNU7-95P	1	53688812
GLIS1	1	53738816
NDC1	1	53838336
YIPF1	1	53889795
DIO1	1	53894188
IFT25	1	53945722
LRRC42	1	53946360
HNRNPA3P12	1	53976031
LDLRAD1	1	54018186
TMEM59	1	54053274
TCEANC2	1	54053608
MIR4781	1	54054079
COX7BP3	1	54089856
CDCP2	1	54153385
CYB5RL	1	54200010
MRPL37	1	54200183
SSBP3-AS1	1	54236440
SSBP3	1	54404633
LINC02784	1	54523016
HNRNPA1P63	1	54536796
ACOT11	1	54548228
FAM151A	1	54623553
MROH7-TTC4	1	54641793
MROH7	1	54651237
TTC4	1	54715863
PARS2	1	54764534
TTC22	1	54801244
CIMAP2	1	54806063
DHCR24	1	54887175
DHCR24-DT	1	54887396
TMEM61	1	54980557
BSND	1	54998933
PCSK9	1	55039538
USP24	1	55153917
MIR4422HG	1	55217753
GYG1P3	1	55222379
MIR4422	1	55225641
GOT2P1	1	55367466
MTCO2P34	1	55373316
RN7SKP291	1	55376852
RNU6-830P	1	55398514
LINC01755	1	55823816
PIGQP1	1	55939280
LINC01753	1	55944972
RPSAP20	1	56208456
LINC01767	1	56414950
RPL21P23	1	56538452
PLPP3	1	56579610
RPL23AP85	1	56586242
PRKAA2	1	56645366
FYB2	1	56819380
C8A	1	56854828
C8B	1	56966137
DAB1	1	57424058
RPS20P5	1	57606206
DAB1-AS1	1	57860612
HNRNPA1P6	1	58049291
RPS26P15	1	58056480
OMA1	1	58546708
RN7SL713P	1	58565932
TACSTD2	1	58577252
MYSM1	1	58690167
JUN	1	58784047
LINC02777	1	58903730
PHB1P3	1	58999676
JUN-DT	1	59020405
FGGY-DT	1	59203322
FGGY	1	59297096
MIR4711	1	59733296
HOOK1	1	59814966
CYP2J2	1	59926771
RN7SL475P	1	59975054
C1orf87	1	60042345
PGBD4P8	1	60097415
LINC02778	1	60129998
LINC01748	1	60622618
NFIA-AS2	1	60970745
NFIA	1	61082422
NFIA-AS1	1	61253510
TM2D1	1	61725126
PATJ-DT	1	61742424
RNU6-414P	1	61816419
RNU6-1177P	1	61852499
PATJ	1	61908455
LAMTOR5P1	1	62038842
RN7SL180P	1	62072448
MIR3116-1	1	62078786
MIR3116-2	1	62078856
PIGPP2	1	62189131
RPS15AP7	1	62190522
L1TD1	1	62194767
RNU6-371P	1	62298256
KANK4	1	62319226
USP1	1	62436332
DOCK7	1	62561669
ANGPTL3	1	62597519
RPL13AP9	1	62641667
DOCK7-DT	1	62688525
ATG4C	1	62784145
LINC01739	1	63012465
RNA5SP49	1	63186450
RPSAP65	1	63262113
LINC00466	1	63316295
FOXD3	1	63322567
FOXD3-AS1	1	63322629
MIR6068	1	63326984
ALG6	1	63367639
ITGB3BP	1	63523210
EFCAB7	1	63523598
RN7SL488P	1	63529898
RNU7-123P	1	63536770
DLEU2L	1	63548022
PGM1	1	63593411
RN7SL130P	1	63655743
ROR1	1	63774022
CFL1P3	1	63843685
RNU6-809P	1	64029000
ROR1-AS1	1	64112213
UBE2U	1	64209311
RNU7-62P	1	64384459
CACHD1	1	64470793
MIR4794	1	64579847
RAVER2	1	64745043
JAK1	1	64966557
SLC2A3P2	1	64986087
LINC01359	1	65002441
RNU6-1176P	1	65023074
MIR3671	1	65057842
MIR101-1	1	65058508
MRPS21P1	1	65092614
AK4	1	65147675
RPS29P7	1	65154480
DNAJC6	1	65264759
COX6CP13	1	65298980
DNAJC6-AS1	1	65306521
RNU2-15P	1	65415816
LEPROT	1	65420708
LEPR	1	65525689
RN7SL854P	1	65761352
PDE4B-AS1	1	66050718
RNU4-88P	1	66094546
PDE4B	1	66257536
SGIP1	1	66534125
MIR3117	1	66628440
DYNLT5	1	66752495
INSL5	1	66801276
DNAI4	1	66924757
MIER1	1	66924978
SLC35D1	1	67054148
C1orf141	1	67134977
IL23R	1	67167287
RNU6-586P	1	67196140
RNU4ATAC4P	1	67267726
DNAJB6P4	1	67278052
IL12RB2	1	67307889
RNU6-387P	1	67417214
SERBP1	1	67430379
LINC01702	1	67522340
RNU6-1031P	1	67541127
RN7SL392P	1	67657129
HNRNPCP9	1	67661013
GADD45A	1	67685229
RNU7-80P	1	67772653
GNG12	1	67833358
GNG12-AS1	1	67950781
ARL5AP3	1	68049745
DIRAS3	1	68051623
CTBP2P8	1	68163090
MIR1262	1	68183610
WLS	1	68232523
RPS7P4	1	68243055
COX6B1P7	1	68282388
ELOCP18	1	68375663
RPE65	1	68450056
DEPDC1-AS2	1	68479129
DEPDC1-AS1	1	68496671
DEPDC1	1	68497115
TXNP2	1	68514669
LINC01707	1	69055870
LINC02791	1	69249499
LINC01758	1	69433255
SGO1P1	1	69608301
RN7SL538P	1	69879592
PIN1P1	1	69919339
LRRC7-AS1	1	70026810
LRRC7	1	70121790
RN7SL242P	1	70180440
LRRC40	1	70205566
SRSF11	1	70221383
ANKRD13C	1	70354721
ANKRD13C-DT	1	70354803
LINC03102	1	70360548
CTH	1	70411268
CHORDC1P5	1	70530526
CASP3P1	1	70661265
LINC01788	1	70733411
PTGER3-AS1	1	70893142
PTGER3	1	71047798
ZRANB2-AS1	1	71047940
MIR186	1	71067716
ZRANB2	1	71081011
ZRANB2-DT	1	71081383
NEGR1-IT1	1	71837012
NEGR1	1	72100917
GDI2P2	1	72274552
RPL31P12	1	72301472
LINC02796	1	72544487
RNU6-1246P	1	72717769
KRT8P21	1	73104792
RN7SKP19	1	73191855
LINC01360	1	73306174
LINC02238	1	73654947
RNA5SP50	1	73749623
RNU4ATAC8P	1	73883714
LRRIQ3	1	74183684
FPGT	1	74198243
FPGT-TNNI3K	1	74198249
TNNI3K	1	74369061
LRRC53	1	74512611
ERICH3-AS1	1	74589769
ERICH3	1	74634741
CRYZ	1	74733025
TYW3	1	74733241
LHX8-AS1	1	75132576
LHX8	1	75135147
RNU6-622P	1	75183045
RNU6-503P	1	75538119
RPL29P5	1	75582099
SLC44A5	1	75611096
ACADM	1	75724750
DLSTP1	1	75744776
RABGGTB	1	75786249
SNORD45C	1	75787072
SNORD45A	1	75787889
SNORD45B	1	75789477
MSH4	1	75796882
ASB17	1	75932404
ST6GALNAC3	1	76194329
TPI1P1	1	76699789
RNU6-161P	1	76753135
LINC02567	1	76779314
ST6GALNAC5	1	76867481
MIR7156	1	77060143
RPL17P6	1	77129114
PIGK	1	77219426
AK5	1	77297855
AK5-AS1	1	77412894
RNU7-8P	1	77420325
RNA5SP20	1	77614869
RN7SL370P	1	77645324
ZZZ3	1	77682665
USP33	1	77759811
ACTG1P21	1	77774864
MIGA1	1	77779658
RNA5SP21	1	77779904
NSRP1P1	1	77847110
HSPE1P25	1	77853355
NEXN	1	77888626
NEXN-AS1	1	77889539
FUBP1	1	77979077
DNAJB4	1	77979292
GIPC2	1	78045985
RNU6-1102P	1	78089083
RNA5SP22	1	78094915
RNFT1P2	1	78171237
RNA5SP23	1	78375268
PTGFR	1	78491072
IFI44L	1	78620531
IFI44	1	78649837
ADGRL4	1	79006820
PSAT1P3	1	79056055
LINC02792	1	79324980
ADH5P2	1	79521080
HMGB1P18	1	80283352
HNRNPA1P64	1	80452004
COX6A1P1	1	80495903
LINC01781	1	80641237
MTND2P30	1	81080790
RPL7P10	1	81099005
RN7SKP247	1	81251789
HNRNPA3P14	1	81426456
ARID3BP1	1	81501794
MED28P8	1	81557832
ST13P20	1	81721693
ADGRL2	1	81800934
LINC01362	1	82903210
LINC01361	1	82979384
LINC01712	1	83446714
LINC01725	1	83766673
TTLL7	1	83952381
TTLL7-IT1	1	83984300
PRKACB-DT	1	84077985
TXN2P1	1	84085741
PRKACB	1	84164349
NEDD8P1	1	84244334
SAMD13	1	84301720
UOX	1	84397831
DNASE2B	1	84403357
RPF1	1	84479263
GNG5	1	84506273
SPATA1	1	84506397
CTBS	1	84574447
LINC01461	1	84621048
LINC01555	1	84635020
SSX2IP	1	84690459
LPAR3	1	84893174
MCOLN2	1	84997107
MCOLN3	1	85048469
DNAI3	1	85062319
MIR4423	1	85133794
SYDE2	1	85201044
C1orf52	1	85259662
BCL10	1	85276437
BCL10-AS1	1	85276652
DDAH1	1	85465159
CCN1	1	85580907
ZNHIT6	1	85708433
RNA5SP51	1	85883798
COL24A1	1	86156767
LINC02795	1	86308526
MIR7856	1	86357687
ODF2L	1	86396044
RPL7L1P22	1	86404866
CLCA2	1	86440280
CLCA1	1	86468861
CLCA4	1	86547079
CDCA4P2	1	86553342
CLCA3P	1	86634276
CLCA4-AS1	1	86704033
SH3GLB1	1	86704627
RPL17P5	1	86784913
SELENOF	1	86914130
HS2ST1	1	86914834
LINC01140	1	87131962
LINC02801	1	87212702
LMO4	1	87330023
LINC01364	1	87371680
RNA5SP52	1	87453373
PKN2-AS1	1	88467012
RN7SL583P	1	88478114
RPL36AP10	1	88577880
PKN2	1	88684299
RNU6-125P	1	88816779
ELOCP19	1	88829102
GTF2B	1	88891567
KYAT3	1	88992702
RBMXL1	1	88992765
GBP3	1	89022820
GBP1	1	89065208
PTGES3P1	1	89104767
GBP2	1	89126114
GBP7	1	89176021
GBP4	1	89192731
GBP5	1	89272832
GBP6	1	89363977
CAPNS1P1	1	89394033
GBP1P1	1	89407638
LRRC8B	1	89524854
LRRC8C-DT	1	89632936
LRRC8C	1	89633120
LRRC8D-DT	1	89820868
LRRC8D	1	89821943
RN7SKP272	1	89987944
GEMIN8P4	1	89994321
ZNF326	1	89995128
RNU6-695P	1	90253559
LINC02787	1	90570423
SNORD3G	1	90657750
BARHL2	1	90717302
LINC02788	1	90838623
LINC02609	1	90851618
LINC01763	1	90851740
PHKA1P1	1	90893612
ZNF644	1	91022014
RPL5P6	1	91023919
FEN1P1	1	91328369
HFM1	1	91404808
CDC7	1	91500854
WDR82P2	1	91535593
HSP90B3P	1	91642516
RN7SL653P	1	91830066
TGFBR3	1	91886144
BRDT	1	91949402
EPHX4	1	92029985
LPCAT2BP	1	92066306
SETSIP	1	92075411
BTBD8	1	92094162
GAPDHP46	1	92115796
PRKAR1AP1	1	92125301
C1orf146	1	92217973
ACTBP12	1	92229435
GLMN	1	92298987
RPAP2	1	92299043
RN7SL824P	1	92402685
GFI1	1	92484821
HMGB3P9	1	92647630
RNU4-59P	1	92700934
H3P3	1	92749330
CCNJP2	1	92755794
EVI5	1	92785081
RPL5	1	92832064
SNORD21	1	92837289
SNORA66	1	92840719
MND1P1	1	92931345
DIPK1A	1	92961462
RNU6-970P	1	92969710
RN7SL692P	1	92975114
RNU6-210P	1	93010257
RN7SKP123	1	93026252
MTF2	1	93079310
TMED5	1	93180389
CCDC18	1	93180722
RPL36AP11	1	93191060
CCDC18-AS1	1	93345799
DR1	1	93345941
FNBP1L	1	93448118
RNA5SP53	1	93488452
BCAR3-AS1	1	93591993
BCAR3	1	93708855
MIR760	1	93846832
DNTTIP2	1	93879162
GCLM	1	93909363
CHCHD2P5	1	93921667
MTND4P11	1	93923945
MTND3P21	1	93924716
MTCO3P21	1	93925385
MTATP6P13	1	93926072
MTCO2P21	1	93927569
MTCO1P21	1	93928302
ABCA4	1	94025595
RN7SL440P	1	94150738
ARHGAP29	1	94237614
ARHGAP29-AS1	1	94277339
GAPDHP29	1	94302038
RPL21P26	1	94406882
ABCD3	1	94418421
F3	1	94541757
KATNBL1P2	1	94651378
MIR378G	1	94745900
SLC44A3-AS1	1	94820233
SLC44A3	1	94820378
CNN3	1	94927110
CNN3-DT	1	94927502
ALG14	1	95072909
TLCD4	1	95117546
TLCD4-RWDD3	1	95134650
RWDD3-DT	1	95233980
RWDD3	1	95234214
LINC01760	1	95318152
LINC01650	1	95360968
LINC01761	1	95474737
LINC02607	1	95625433
LINC02790	1	95992029
RNU1-130P	1	96225901
LINC01787	1	96374125
UBE2WP1	1	96418594
EEF1A1P11	1	96446930
RN7SL831P	1	96583209
NDUFS5P2	1	96584727
RPL7P9	1	96679620
RN7SKP270	1	96696167
PTBP2	1	96722038
DPYD-AS1	1	97180684
DPYD-IT1	1	97420141
SEC63P1	1	97545701
RPL26P9	1	97585862
DPYD-AS2	1	97796943
DPYD	1	97921037
MIR2682	1	98045351
MIR137	1	98046171
MIR137HG	1	98048714
NFU1P2	1	98077000
LINC01776	1	98210591
SNX7-DT	1	98661059
SNX7	1	98661706
PLPPR5-AS1	1	99004429
PLPPR5	1	99004823
PLPPR4	1	99264492
LINC01708	1	99534022
PALMD	1	99646034
HMGB3P10	1	99698242
FRRS1	1	99766212
RNU4-75P	1	99784885
AGL	1	99850236
SLC35A3	1	99970030
RNU6-750P	1	99978939
RNU6-1318P	1	100000739
MFSD14A	1	100038096
MFSD14A-AS1	1	100084471
SASS6	1	100132942
TRMT13	1	100133164
LRRC39	1	100178250
RPL23AP90	1	100196816
BRI3P1	1	100213293
DBT	1	100249834
RTCA-AS1	1	100266163
RTCA	1	100266242
MIR553	1	100281241
CDC14A	1	100352492
BCAS2P2	1	100394026
GPR88	1	100538139
RPL7AP17	1	100587431
LINC01349	1	100646958
RPL36AP12	1	100651947
VCAM1	1	100719750
EXTL2	1	100894848
SLC30A7	1	100896080
HNRNPA1P68	1	100941995
DPH5	1	101025787
DPH5-DT	1	101025878
S1PR1-DT	1	101236650
S1PR1	1	101236959
PPIAP7	1	101271363
LINC01307	1	101323587
LINC01709	1	101639569
RNU6-965P	1	101728737
RPSAP19	1	101787219
RNU6-352P	1	101859851
DNAJA1P5	1	101893105
OLFM3	1	101953529
SOD2P1	1	103100704
COL11A1	1	103108326
RN7SKP285	1	103523562
RNPC3-DT	1	103525514
RNPC3	1	103525740
AMY2B	1	103566682
ACTG1P4	1	103569553
AMY2A	1	103621562
AMY1A	1	103653323
AMY1B	1	103698613
AMYP1	1	103713723
AMY1C	1	103745319
THAP3P1	1	104073010
FTLP17	1	104153830
CDK4P1	1	105433994
LINC01676	1	105618943
SEPTIN2P1	1	105698039
MATR3P3	1	105891430
LINC01677	1	106027695
MTATP6P14	1	106803427
MTCO1P14	1	106806032
LINC01661	1	106818244
PRMT6	1	107056902
NTNG1	1	107141039
NDUFA4P1	1	107505203
VAV3	1	107803260
MIR7852	1	107897223
VAV3-AS1	1	108050359
SLC25A24	1	108200305
NBPF4	1	108244078
SLC25A24P1	1	108273139
NBPF5P	1	108376119
SLC25A24P2	1	108421295
NBPF6	1	108450321
ST13P21	1	108502358
RPL7L1P21	1	108508574
EEIG2	1	108560093
HENMT1	1	108661097
PRPF38B	1	108692327
FNDC7	1	108712908
STXBP3	1	108746682
AKNAD1	1	108857076
SPATA42	1	108857199
GPSM2	1	108877000
CLCC1	1	108963452
RPL17P7	1	108992282
RPS27P6	1	109030067
WDR47	1	109042088
RANP5	1	109046828
TAF13	1	109076007
TMEM167B	1	109090768
TMEM167B-DT	1	109090858
SCARNA2	1	109100193
CFAP276	1	109113835
ELAPOR1	1	109114121
SARS1	1	109213928
CELSR2	1	109267498
PSRC1	1	109283148
MYBPHL	1	109307039
SORT1	1	109397896
PSMA5	1	109426429
SYPL2	1	109466548
ATXN7L2	1	109483922
CYB561D1	1	109494099
AMIGO1	1	109509727
GPR61	1	109539921
GNAI3	1	109548606
RNU6V	1	109591640
MIR197	1	109598893
GNAT2	1	109619652
AMPD2	1	109621118
RPL7P8	1	109651370
GSTM4	1	109656252
GSTM2	1	109668061
GSTM1	1	109687841
GSTM5	1	109712263
GSTM3	1	109740317
EPS8L3	1	109763920
NDUFA5P10	1	109810998
LINC01768	1	109830864
CSF1	1	109910849
AHCYL1	1	109984813
STRIP1	1	110034628
ALX3	1	110067798
UBL4B	1	110112443
LINC01397	1	110130244
SLC6A17	1	110150541
SLC6A17-AS1	1	110168851
KCNC4	1	110211492
KCNC4-DT	1	110212315
RBM15-AS1	1	110339117
RBM15	1	110339399
SLC16A4	1	110391037
LAMTOR5	1	110407671
LAMTOR5-AS1	1	110407840
PROK1	1	110451149
CYMP	1	110480752
CYMP-AS1	1	110490281
KCNA10	1	110519175
KCNA2	1	110607307
KCNA3	1	110674935
NRBF2P3	1	110848941
OR11I1P	1	110853939
CD53	1	110873148
LRIF1	1	110963943
CCNT2P1	1	111015530
RNA5SP54	1	111041834
DRAM2	1	111140091
CEPT1	1	111140245
DENND2D	1	111200645
CHI3L2	1	111229706
CHIAP1	1	111250254
CHIAP2	1	111280060
CHIA	1	111310453
CIMAP3	1	111346621
CHIAP3	1	111367409
HIGD1AP12	1	111380291
PGBP	1	111391819
OVGP1	1	111423051
UBE2FP3	1	111437514
WDR77	1	111448810
ATP5PB	1	111449464
C1orf162	1	111474271
RNU6-792P	1	111490423
TMIGD3	1	111496661
ADORA3	1	111503412
LINC01160	1	111608324
RAP1A	1	111619871
KRT18P57	1	111649544
RNU6-151P	1	111650537
INKA2	1	111739395
INKA2-AS1	1	111739721
DDX20	1	111755910
KCND3-IT1	1	111856905
KCND3-AS1	1	111909648
KCND3	1	111989171
LINC01750	1	111990261
LINC02884	1	112252172
TXNP3	1	112363281
CTTNBP2NL	1	112396250
MIR4256	1	112461833
WNT2B	1	112508931
ST7L	1	112619122
CAPZA1	1	112619820
MRPL53P1	1	112626224
RNU7-70P	1	112634784
MOV10	1	112674736
RHOC	1	112707114
PPM1J	1	112715303
PPM1J-DT	1	112715626
TAFA3	1	112719662
NUTF2P4	1	112748095
LINC01356	1	112826268
AKR7A2P1	1	112923423
SLC16A1	1	112956192
SLC16A1-AS1	1	112956432
LRIG2-DT	1	113073093
LRIG2	1	113073199
RLIMP2	1	113126883
MAGI3	1	113390980
MTND5P20	1	113576899
PHTF1	1	113759158
RSBN1	1	113812367
AP4B1-AS1	1	113812609
PTPN22	1	113871709
BCL2L15	1	113887406
AP4B1	1	113904976
DCLRE1B	1	113905326
HIPK1-AS1	1	113929475
HIPK1	1	113929887
OLFML3	1	113979441
RPL13AP10	1	114002235
SYT6	1	114152980
MRPL57P1	1	114279275
EIF2S2P5	1	114468315
TRIM33	1	114511163
PKMP1	1	114535995
BCAS2	1	114581620
DENND2C	1	114670054
AMPD1	1	114686999
RN7SL432P	1	114697924
NRAS	1	114716751
RNY1P13	1	114727720
CSDE1	1	114757977
SIKE1	1	114780627
NR1H5P	1	114837227
SYCP1	1	114859119
TSHB	1	115029826
TSPAN2	1	115089484
LINC01765	1	115099580
NGF-AS1	1	115280300
NGF	1	115338244
ELOCP20	1	115556826
CNOT7P2	1	115564601
RN7SL420P	1	115606471
VANGL1	1	115642054
CASQ2	1	115768778
NHLH2	1	115840741
HNRNPA1P43	1	115857819
LINC01649	1	115919372
SLC22A15	1	115976527
MAB21L3	1	116111983
LINC01779	1	116164233
ATP1A1	1	116373581
RNU6-817P	1	116413869
ATP1A1-AS1	1	116418590
LINC01762	1	116478250
NAP1L4P1	1	116534092
MIR548AC	1	116560111
CD58	1	116570994
IGSF3	1	116667722
MIR320B1	1	116671749
LINC02868	1	116694112
GAPDHP64	1	116714835
NEFHP1	1	116742609
CD2	1	116754436
FTH1P22	1	116775623
PTGFRN	1	116938488
RNA5SP55	1	116962471
CD101	1	117001767
CD101-AS1	1	117059732
TTF2	1	117060339
MIR942	1	117094643
TRIM45	1	117121762
RPS15AP9	1	117138229
VTCN1	1	117210927
LINC01525	1	117295439
MAN1A2	1	117420597
VPS25P1	1	117549415
TENT5C-DT	1	117605809
TENT5C	1	117606812
VDAC2P3	1	117641639
PNRC2P1	1	117778506
GDAP2	1	117929491
WDR3	1	117929752
SPAG17	1	118039342
RNA5SP56	1	118264489
PSMC1P12	1	118615646
TBX15	1	118988343
WARS2-IT1	1	119047405
RBMX2P3	1	119085954
RPS3AP12	1	119127291
WARS2-AS1	1	119140442
WARS2	1	119140652
RPL6P2	1	119220096
LINC01780	1	119327825
RNU1-75P	1	119331525
HAO2-IT1	1	119368946
HAO2	1	119380490
HSD3B2	1	119415066
GAPDHP74	1	119435080
HSD3BP2	1	119439001
GAPDHP23	1	119463021
HSD3BP1	1	119467221
GAPDHP58	1	119496841
HSD3B1	1	119507213
GAPDHP32	1	119534746
HSD3BP3	1	119538509
GAPDHP27	1	119559774
HSD3BP4	1	119564066
GAPDHP33	1	119597179
LINC00622	1	119599271
HSD3BP5	1	119601340
ZNF697	1	119648360
PHGDH	1	119711939
HMGCS2	1	119768920
REG4	1	119811463
NBPF7P	1	119844514
PFN1P9	1	119853316
NOTCH2P1	1	119886304
ADAM30	1	119896515
NOTCH2	1	120069621
RNU6-465P	1	120126974
SEC22B	1	120176460
NBPF8	1	120419850
PFN1P2	1	120434052
PDE4DIPP2	1	120629716
NOTCH2NLR	1	120723928
NBPF26	1	120805297
RNVU1-19	1	120850985
PPIAL4A	1	120889771
LINC00623	1	120913240
RNVU1-4	1	120942600
PDE4DIPP4	1	121042572
FCGR1BP	1	121087307
H2BP1	1	121116959
H3P4	1	121118610
RPL22P6	1	121142438
FAM72B	1	121184315
SRGAP2C	1	121185368
LINC02798	1	121396873
SRGAP2-AS1	1	121398355
MTIF2P1	1	121502344
EMBP1	1	121519282
LINC01691	1	121580524
RNA5SP533	1	143439605
NKAIN1P1	1	143487772
KMT2CP3	1	143498767
LINC02799	1	143500512
PFN1P12	1	143619994
NBPF17P	1	143635641
RNU1-114P	1	143652215
RNVU1-17	1	143699619
RNVU1-23	1	143720644
RNVU1-18	1	143729570
FAM91A3P	1	143766540
LINC02591	1	143790009
RNU1-143P	1	143791687
PDE4DIPP3	1	143825837
FCGR1CP	1	143874793
H2BP2	1	143904603
H3-7	1	143905966
RPL22P5	1	143930382
FAM72C	1	143971983
SRGAP2D	1	143975087
IGKV1OR1-1	1	144085628
LINC02802	1	144250303
RNA5SP529	1	144265217
DRD5P2	1	144277993
KMT2CP2	1	144305180
PPIAL4E	1	144373634
RNVU1-15	1	144412576
PFN1P6	1	144442606
NBPF15	1	144461622
RNVU1-26	1	144524021
RNVU1-2A	1	144551943
RNVU1-28	1	144560829
PPIAL4F	1	144592893
LINC01632	1	144642372
KMT2CP1	1	144661200
RNA5SP59	1	144701159
LSP1P5	1	144716071
SRGAP2B	1	145094979
FAM72D	1	145095972
RNU1-153P	1	145169519
LINC01145	1	145215726
PPIAL4D	1	145242174
RNVU1-14	1	145281116
PFN1P3	1	145407772
NBPF20	1	145415585
RNU1-154P	1	145431693
RNVU1-31	1	145465780
PDE4DIPP5	1	145509047
NBPF25P	1	145591060
GPR89A	1	145608033
PDZK1	1	145707363
CD160	1	145719500
RNF115	1	145824039
POLR3C	1	145824195
NUDT17	1	145845632
MIR6736	1	145850645
PIAS3	1	145859063
ANKRD35	1	145885977
ITGA10	1	145910050
PEX11B	1	145918712
GNRHR2	1	145919190
LIX1L-AS1	1	145927170
RBM8A	1	145927479
LIX1L	1	145958015
ANKRD34A	1	145963187
POLR3GL	1	145964702
TXNIP	1	145996170
HJV	1	146021760
RNVU1-6	1	146052244
LINC01719	1	146052624
NBPF10	1	146186902
NOTCH2NLA	1	146229000
RNU6-1071P	1	146288596
NUDT4P2	1	146298170
SEC22B4P	1	146328211
PPIAL4H	1	146344765
RNVU1-29	1	146376807
RNVU1-25	1	146409903
RNA5SP536	1	146539663
HYDIN2	1	146547367
NBPF12	1	146938677
PFN1P8	1	146957659
RNU1-151P	1	147079746
SSBL4P	1	147083578
RNVU1-8	1	147084756
NBPF13P	1	147124285
PRKAB2	1	147172470
PDIA3P1	1	147178113
CCT8P1	1	147204932
RPL7AP15	1	147223554
FMO5	1	147225574
CHD1L	1	147242694
OR13Z1P	1	147419053
OR13Z2P	1	147445579
OR13Z3P	1	147482238
LINC00624	1	147517875
BCL9	1	147600196
ACP6	1	147670281
RN7SL261P	1	147689256
GJA5	1	147773347
GJA8	1	147902795
GPR89B	1	147928436
PDZK1P1	1	148009592
RNU1-129P	1	148014583
RNVU1-7	1	148038916
PDE4DIPP1	1	148080598
PFN1P4	1	148129497
ABHD17AP1	1	148146395
NBPF11	1	148152286
LINC02805	1	148162722
RNA5SP57	1	148193716
RNVU1-22	1	148263476
LINC02806	1	148286888
MIR5087	1	148334554
RNVU1-21	1	148334767
RNVU1-1	1	148362533
RNU1-155P	1	148385963
MIR6077	1	148388282
RNVU1-2	1	148388651
RNVU1-3	1	148402715
PDE4DIPP6	1	148415258
LINC01138	1	148444400
PPIAL4G	1	148483302
RNVU1-27	1	148522601
NBPF14	1	148595890
NOTCH2NLB	1	148679745
RNU6-1171P	1	148739379
NUDT4B	1	148748774
SEC22B3P	1	148784594
RN7SKP88	1	148839732
